date,symbol,close
2021-03-26,TLT,115.83939361572266
2021-03-29,GLD,160.30999755859375
2021-03-29,QQQ,306.56854248046875
2021-03-29,SPY,369.65179443359375
2021-03-29,TLT,114.85609436035156
2021-03-30,GLD,157.57000732421875
2021-03-30,QQQ,305.0256042480469
2021-03-30,SPY,368.6711730957031
2021-03-30,TLT,115.45795440673828
2021-03-31,GLD,159.9600067138672
2021-03-31,QQQ,309.693359375
2021-03-31,SPY,370.16546630859375
2021-03-31,TLT,114.81368255615234
2021-04-01,GLD,161.97999572753906
2021-04-01,QQQ,314.9725646972656
2021-04-01,SPY,374.1629638671875
2021-04-01,TLT,116.71926879882812
2021-04-05,GLD,161.9199981689453
2021-04-05,QQQ,321.2608947753906
2021-04-05,SPY,379.5333251953125
2021-04-05,TLT,116.20999908447266
2021-04-06,GLD,163.22000122070312
2021-04-06,QQQ,321.0376892089844
2021-04-06,SPY,379.3091125488281
2021-04-06,TLT,116.9993896484375
2021-04-07,GLD,162.75999450683594
2021-04-07,QQQ,321.8139953613281
2021-04-07,SPY,379.74810791015625
2021-04-07,TLT,116.18457794189453
2021-04-08,GLD,164.50999450683594
2021-04-08,QQQ,325.17169189453125
2021-04-08,SPY,381.5506591796875
2021-04-08,TLT,117.14371490478516
2021-04-09,GLD,163.27000427246094
2021-04-09,QQQ,327.1416931152344
2021-04-09,SPY,384.32464599609375
2021-04-09,TLT,116.71926879882812
2021-04-12,GLD,162.27999877929688
2021-04-12,QQQ,326.7147521972656
2021-04-12,SPY,384.46484375
2021-04-12,TLT,116.66834259033203
2021-04-13,GLD,163.42999267578125
2021-04-13,QQQ,330.52862548828125
2021-04-13,SPY,385.6041564941406
2021-04-13,TLT,117.5426254272461
2021-04-14,GLD,162.72000122070312
2021-04-14,QQQ,326.5594177246094
2021-04-14,SPY,384.28729248046875
2021-04-14,TLT,117.16917419433594
2021-04-15,GLD,165.35000610351562
2021-04-15,QQQ,331.5086364746094
2021-04-15,SPY,388.4155578613281
2021-04-15,TLT,119.12993621826172
2021-04-16,GLD,166.35000610351562
2021-04-16,QQQ,331.89678955078125
2021-04-16,SPY,389.7137756347656
2021-04-16,TLT,118.2047348022461
2021-04-19,GLD,165.88999938964844
2021-04-19,QQQ,328.85943603515625
2021-04-19,SPY,387.7990417480469
2021-04-19,TLT,117.86517333984375
2021-04-20,GLD,166.47999572753906
2021-04-20,QQQ,326.4623718261719
2021-04-20,SPY,384.9598083496094
2021-04-20,TLT,118.4084243774414
2021-04-21,GLD,168.1300048828125
2021-04-21,QQQ,329.2572326660156
2021-04-21,SPY,388.6023254394531
2021-04-21,TLT,118.64613342285156
2021-04-22,GLD,167.0399932861328
2021-04-22,QQQ,325.2882385253906
2021-04-22,SPY,385.0531311035156
2021-04-22,TLT,119.16385650634766
2021-04-23,GLD,166.39999389648438
2021-04-23,QQQ,329.3834533691406
2021-04-23,SPY,389.2280578613281
2021-04-23,TLT,118.8837661743164
2021-04-26,GLD,166.83999633789062
2021-04-26,QQQ,331.5280456542969
2021-04-26,SPY,390.04058837890625
2021-04-26,TLT,118.71398162841797
2021-04-27,GLD,166.4199981689453
2021-04-27,QQQ,330.0917663574219
2021-04-27,SPY,389.9565734863281
2021-04-27,TLT,117.67845916748047
2021-04-28,GLD,166.91000366210938
2021-04-28,QQQ,328.9759216308594
2021-04-28,SPY,389.8444519042969
2021-04-28,TLT,117.7548599243164
2021-04-29,GLD,166.22000122070312
2021-04-29,QQQ,330.1597595214844
2021-04-29,SPY,392.3288269042969
2021-04-29,TLT,117.40679931640625
2021-04-30,GLD,165.66000366210938
2021-04-30,QQQ,327.9956359863281
2021-04-30,SPY,389.75103759765625
2021-04-30,TLT,117.67845916748047
2021-05-03,GLD,167.80999755859375
2021-05-03,QQQ,326.24884033203125
2021-05-03,SPY,390.59173583984375
2021-05-03,TLT,117.74896240234375
2021-05-04,GLD,166.5800018310547
2021-05-04,QQQ,320.3778381347656
2021-05-04,SPY,388.18194580078125
2021-05-04,TLT,118.54806518554688
2021-05-05,GLD,167.27000427246094
2021-05-05,QQQ,319.3006286621094
2021-05-05,SPY,388.30340576171875
2021-05-05,TLT,118.7435531616211
2021-05-06,GLD,170.05999755859375
2021-05-06,QQQ,321.70733642578125
2021-05-06,SPY,391.4042663574219
2021-05-06,TLT,118.9391098022461
2021-05-07,GLD,171.58999633789062
2021-05-07,QQQ,324.3177490234375
2021-05-07,SPY,394.2527770996094
2021-05-07,TLT,118.35249328613281
2021-05-10,GLD,172.11000061035156
2021-05-10,QQQ,316.1273193359375
2021-05-10,SPY,390.3488464355469
2021-05-10,TLT,117.1539535522461
2021-05-11,GLD,172.13999938964844
2021-05-11,QQQ,315.69061279296875
2021-05-11,SPY,386.8651123046875
2021-05-11,TLT,116.4909439086914
2021-05-12,GLD,170.42999267578125
2021-05-12,QQQ,307.51959228515625
2021-05-12,SPY,378.6460266113281
2021-05-12,TLT,115.266845703125
2021-05-13,GLD,171.1300048828125
2021-05-13,QQQ,309.897216796875
2021-05-13,SPY,383.19451904296875
2021-05-13,TLT,115.4454116821289
2021-05-14,GLD,172.69000244140625
2021-05-14,QQQ,316.7386474609375
2021-05-14,SPY,389.0786437988281
2021-05-14,TLT,116.52490234375
2021-05-17,GLD,174.6999969482422
2021-05-17,QQQ,314.8172302246094
2021-05-17,SPY,388.088623046875
2021-05-17,TLT,116.27839660644531
2021-05-18,GLD,175.0399932861328
2021-05-18,QQQ,312.6920166015625
2021-05-18,SPY,384.7449035644531
2021-05-18,TLT,115.98090362548828
2021-05-19,GLD,175.16000366210938
2021-05-19,QQQ,313.0510559082031
2021-05-19,SPY,383.7362060546875
2021-05-19,TLT,115.70037078857422
2021-05-20,GLD,175.9600067138672
2021-05-20,QQQ,319.1065673828125
2021-05-20,SPY,387.86444091796875
2021-05-20,TLT,116.6524429321289
2021-05-21,GLD,176.0399932861328
2021-05-21,QQQ,317.34033203125
2021-05-21,SPY,387.546875
2021-05-21,TLT,117.02644348144531
2021-05-24,GLD,176.35000610351562
2021-05-24,QQQ,322.67767333984375
2021-05-24,SPY,391.4976501464844
2021-05-24,TLT,117.45999145507812
2021-05-25,GLD,177.9499969482422
2021-05-25,QQQ,323.1240539550781
2021-05-25,SPY,390.6290588378906
2021-05-25,TLT,118.54806518554688
2021-05-26,GLD,177.63999938964844
2021-05-26,QQQ,324.2497863769531
2021-05-26,SPY,391.4042663574219
2021-05-26,TLT,118.34407043457031
2021-05-27,GLD,177.7100067138672
2021-05-27,QQQ,323.0367431640625
2021-05-27,SPY,391.6097412109375
2021-05-27,TLT,117.86798095703125
2021-05-28,GLD,178.3800048828125
2021-05-28,QQQ,324.05572509765625
2021-05-28,SPY,392.3101806640625
2021-05-28,TLT,117.68103790283203
2021-06-01,GLD,177.89999389648438
2021-06-01,QQQ,322.9786071777344
2021-06-01,SPY,391.964599609375
2021-06-01,TLT,117.65460968017578
2021-06-02,GLD,178.77000427246094
2021-06-02,QQQ,323.60931396484375
2021-06-02,SPY,392.5810241699219
2021-06-02,TLT,117.92705535888672
2021-06-03,GLD,175.27000427246094
2021-06-03,QQQ,320.2419738769531
2021-06-03,SPY,391.1240234375
2021-06-03,TLT,117.48438262939453
2021-06-04,GLD,177.16000366210938
2021-06-04,QQQ,325.6764221191406
2021-06-04,SPY,394.70123291015625
2021-06-04,TLT,119.09326171875
2021-06-07,GLD,177.8699951171875
2021-06-07,QQQ,326.6466979980469
2021-06-07,SPY,394.31829833984375
2021-06-07,TLT,118.72725677490234
2021-06-08,GLD,177.32000732421875
2021-06-08,QQQ,326.8020935058594
2021-06-08,SPY,394.40228271484375
2021-06-08,TLT,119.5615005493164
2021-06-09,GLD,176.97999572753906
2021-06-09,QQQ,326.8797607421875
2021-06-09,SPY,393.8139343261719
2021-06-09,TLT,120.61705780029297
2021-06-10,GLD,177.74000549316406
2021-06-10,QQQ,330.28594970703125
2021-06-10,SPY,395.6445007324219
2021-06-10,TLT,121.3405990600586
2021-06-11,GLD,175.74000549316406
2021-06-11,QQQ,331.14959716796875
2021-06-11,SPY,396.29840087890625
2021-06-11,TLT,121.14484405517578
2021-06-14,GLD,174.7100067138672
2021-06-14,QQQ,334.3229064941406
2021-06-14,SPY,397.185546875
2021-06-14,TLT,120.21695709228516
2021-06-15,GLD,174.0500030517578
2021-06-15,QQQ,332.13946533203125
2021-06-15,SPY,396.4570617675781
2021-06-15,TLT,120.07222747802734
2021-06-16,GLD,171.11000061035156
2021-06-16,QQQ,330.92633056640625
2021-06-16,SPY,394.2434997558594
2021-06-16,TLT,119.97010040283203
2021-06-17,GLD,165.85000610351562
2021-06-17,QQQ,335.1283874511719
2021-06-17,SPY,394.1128234863281
2021-06-17,TLT,121.76629638671875
2021-06-18,GLD,164.92999267578125
2021-06-18,QQQ,332.49847412109375
2021-06-18,SPY,388.7961120605469
2021-06-18,TLT,124.05620574951172
2021-06-21,GLD,166.9499969482422
2021-06-21,QQQ,334.56494140625
2021-06-21,SPY,394.3620300292969
2021-06-21,TLT,121.97904968261719
2021-06-22,GLD,166.25
2021-06-22,QQQ,337.6837158203125
2021-06-22,SPY,396.47039794921875
2021-06-22,TLT,122.27703857421875
2021-06-23,GLD,166.13999938964844
2021-06-23,QQQ,337.8487854003906
2021-06-23,SPY,395.9924621582031
2021-06-23,TLT,121.96206665039062
2021-06-24,GLD,166.0399932861328
2021-06-24,QQQ,339.9376525878906
2021-06-24,SPY,398.3350524902344
2021-06-24,TLT,122.1578369140625
2021-06-25,GLD,166.58999633789062
2021-06-25,QQQ,339.51983642578125
2021-06-25,SPY,399.7500915527344
2021-06-25,TLT,120.88948059082031
2021-06-28,GLD,166.5800018310547
2021-06-28,QQQ,343.64898681640625
2021-06-28,SPY,400.555908203125
2021-06-28,TLT,122.13229370117188
2021-06-29,GLD,164.8300018310547
2021-06-29,QQQ,344.8926086425781
2021-06-29,SPY,400.77142333984375
2021-06-29,TLT,122.33655548095703
2021-06-30,GLD,165.6300048828125
2021-06-30,QQQ,344.3484802246094
2021-06-30,SPY,401.10870361328125
2021-06-30,TLT,122.8814697265625
2021-07-01,GLD,166.1999969482422
2021-07-01,QQQ,344.4845275878906
2021-07-01,SPY,403.32952880859375
2021-07-01,TLT,122.88827514648438
2021-07-02,GLD,167.2899932861328
2021-07-02,QQQ,348.4387512207031
2021-07-02,SPY,406.41229248046875
2021-07-02,TLT,123.62985229492188
2021-07-06,GLD,168.1199951171875
2021-07-06,QQQ,349.9446105957031
2021-07-06,SPY,405.672119140625
2021-07-06,TLT,125.07890319824219
2021-07-07,GLD,168.75999450683594
2021-07-07,QQQ,350.68310546875
2021-07-07,SPY,407.1057434082031
2021-07-07,TLT,126.18696594238281
2021-07-08,GLD,168.64999389648438
2021-07-08,QQQ,348.5649719238281
2021-07-08,SPY,403.7886962890625
2021-07-08,TLT,126.68134307861328
2021-07-09,GLD,169.2100067138672
2021-07-09,QQQ,350.7413330078125
2021-07-09,SPY,408.0990295410156
2021-07-09,TLT,124.89985656738281
2021-07-12,GLD,169.0
2021-07-12,QQQ,352.1112976074219
2021-07-12,SPY,409.56085205078125
2021-07-12,TLT,124.7379379272461
2021-07-13,GLD,169.22000122070312
2021-07-13,QQQ,352.1112976074219
2021-07-13,SPY,408.1646423339844
2021-07-13,TLT,123.7832260131836
2021-07-14,GLD,171.0399932861328
2021-07-14,QQQ,352.7428283691406
2021-07-14,SPY,408.7737121582031
2021-07-14,TLT,125.18973541259766
2021-07-15,GLD,171.07000732421875
2021-07-15,QQQ,350.26531982421875
2021-07-15,SPY,407.37744140625
2021-07-15,TLT,126.57048034667969
2021-07-16,GLD,169.41000366210938
2021-07-16,QQQ,347.428466796875
2021-07-16,SPY,404.18218994140625
2021-07-16,TLT,126.33190155029297
2021-07-19,GLD,169.61000061035156
2021-07-19,QQQ,344.58172607421875
2021-07-19,SPY,398.2132873535156
2021-07-19,TLT,129.1021270751953
2021-07-20,GLD,169.38999938964844
2021-07-20,QQQ,348.5845031738281
2021-07-20,SPY,403.9198913574219
2021-07-20,TLT,127.85765075683594
2021-07-21,GLD,168.75999450683594
2021-07-21,QQQ,351.27569580078125
2021-07-21,SPY,407.19012451171875
2021-07-21,TLT,126.23812866210938
2021-07-22,GLD,169.08999633789062
2021-07-22,QQQ,353.5977478027344
2021-07-22,SPY,408.0428161621094
2021-07-22,TLT,127.43145751953125
2021-07-23,GLD,168.55999755859375
2021-07-23,QQQ,357.7269592285156
2021-07-23,SPY,412.24072265625
2021-07-23,TLT,126.57906341552734
2021-07-26,GLD,168.16000366210938
2021-07-26,QQQ,358.0086364746094
2021-07-26,SPY,413.2527160644531
2021-07-26,TLT,126.20401763916016
2021-07-27,GLD,168.44000244140625
2021-07-27,QQQ,354.0640563964844
2021-07-27,SPY,411.3693542480469
2021-07-27,TLT,127.55078887939453
2021-07-28,GLD,169.2899932861328
2021-07-28,QQQ,355.42431640625
2021-07-28,SPY,411.2005920410156
2021-07-28,TLT,127.55928802490234
2021-07-29,GLD,171.1699981689453
2021-07-29,QQQ,356.0557861328125
2021-07-29,SPY,412.9060363769531
2021-07-29,TLT,126.85182189941406
2021-07-30,GLD,169.82000732421875
2021-07-30,QQQ,354.2001037597656
2021-07-30,SPY,410.9007873535156
2021-07-30,TLT,127.44855499267578
2021-08-02,GLD,169.61000061035156
2021-08-02,QQQ,354.22930908203125
2021-08-02,SPY,410.0386657714844
2021-08-02,TLT,128.5852813720703
2021-08-03,GLD,169.49000549316406
2021-08-03,QQQ,356.3763732910156
2021-08-03,SPY,413.3745422363281
2021-08-03,TLT,128.653564453125
2021-08-04,GLD,169.52999877929688
2021-08-04,QQQ,356.89129638671875
2021-08-04,SPY,411.3411865234375
2021-08-04,TLT,128.9180908203125
2021-08-05,GLD,168.86000061035156
2021-08-05,QQQ,359.155029296875
2021-08-05,SPY,413.9461364746094
2021-08-05,TLT,128.2609100341797
2021-08-06,GLD,164.63999938964844
2021-08-06,QQQ,357.5811767578125
2021-08-06,SPY,414.6301574707031
2021-08-06,TLT,126.11890411376953
2021-08-09,GLD,161.72000122070312
2021-08-09,QQQ,358.2417907714844
2021-08-09,SPY,414.29290771484375
2021-08-09,TLT,125.66653442382812
2021-08-10,GLD,161.77000427246094
2021-08-10,QQQ,356.4055480957031
2021-08-10,SPY,414.8081970214844
2021-08-10,TLT,125.08624267578125
2021-08-11,GLD,164.0
2021-08-11,QQQ,355.79339599609375
2021-08-11,SPY,415.8389892578125
2021-08-11,TLT,125.00942993164062
2021-08-12,GLD,164.0399932861328
2021-08-12,QQQ,357.0759582519531
2021-08-12,SPY,417.0852355957031
2021-08-12,TLT,124.80464172363281
2021-08-13,GLD,166.38999938964844
2021-08-13,QQQ,358.3292541503906
2021-08-13,SPY,417.8442687988281
2021-08-13,TLT,126.7759780883789
2021-08-16,GLD,167.22000122070312
2021-08-16,QQQ,358.4846496582031
2021-08-16,SPY,418.828125
2021-08-16,TLT,127.08319854736328
2021-08-17,GLD,166.97000122070312
2021-08-17,QQQ,355.3271179199219
2021-08-17,SPY,416.0826110839844
2021-08-17,TLT,127.0320816040039
2021-08-18,GLD,167.10000610351562
2021-08-18,QQQ,351.9072265625
2021-08-18,SPY,411.528564453125
2021-08-18,TLT,127.45874786376953
2021-08-19,GLD,166.61000061035156
2021-08-19,QQQ,353.60748291015625
2021-08-19,SPY,412.165771484375
2021-08-19,TLT,128.39756774902344
2021-08-20,GLD,166.6999969482422
2021-08-20,QQQ,357.270263671875
2021-08-20,SPY,415.4454040527344
2021-08-20,TLT,128.48287963867188
2021-08-23,GLD,168.72999572753906
2021-08-23,QQQ,362.6138000488281
2021-08-23,SPY,419.0998840332031
2021-08-23,TLT,128.39756774902344
2021-08-24,GLD,168.64999389648438
2021-08-24,QQQ,363.7213439941406
2021-08-24,SPY,419.7652587890625
2021-08-24,TLT,127.39899444580078
2021-08-25,GLD,167.47999572753906
2021-08-25,QQQ,364.13916015625
2021-08-25,SPY,420.6459655761719
2021-08-25,TLT,126.34075164794922
2021-08-26,GLD,167.6699981689453
2021-08-26,QQQ,361.82684326171875
2021-08-26,SPY,418.162841796875
2021-08-26,TLT,126.69064331054688
2021-08-27,GLD,170.19000244140625
2021-08-27,QQQ,365.34381103515625
2021-08-27,SPY,421.901611328125
2021-08-27,TLT,127.55266571044922
2021-08-30,GLD,169.35000610351562
2021-08-30,QQQ,369.4438171386719
2021-08-30,SPY,423.7570495605469
2021-08-30,TLT,127.88549041748047
2021-08-31,GLD,169.69000244140625
2021-08-31,QQQ,369.14263916015625
2021-08-31,SPY,423.12908935546875
2021-08-31,TLT,127.01493835449219
2021-09-01,GLD,169.6999969482422
2021-09-01,QQQ,369.75469970703125
2021-09-01,SPY,423.3540344238281
2021-09-01,TLT,127.22772979736328
2021-09-02,GLD,169.25
2021-09-02,QQQ,369.57977294921875
2021-09-02,SPY,424.6564636230469
2021-09-02,TLT,127.78313446044922
2021-09-03,GLD,171.05999755859375
2021-09-03,QQQ,370.7165832519531
2021-09-03,SPY,424.553466796875
2021-09-03,TLT,126.62103271484375
2021-09-07,GLD,167.7100067138672
2021-09-07,QQQ,371.24114990234375
2021-09-07,SPY,423.03546142578125
2021-09-07,TLT,125.5528793334961
2021-09-08,GLD,167.2899932861328
2021-09-08,QQQ,369.9490051269531
2021-09-08,SPY,422.5199890136719
2021-09-08,TLT,126.40740966796875
2021-09-09,GLD,168.02999877929688
2021-09-09,QQQ,368.6763000488281
2021-09-09,SPY,420.7115173339844
2021-09-09,TLT,127.93692779541016
2021-09-10,GLD,167.17999267578125
2021-09-10,QQQ,365.87823486328125
2021-09-10,SPY,417.3944396972656
2021-09-10,TLT,126.80902099609375
2021-09-13,GLD,167.74000549316406
2021-09-13,QQQ,365.6256408691406
2021-09-13,SPY,418.462646484375
2021-09-13,TLT,127.57813262939453
2021-09-14,GLD,168.82000732421875
2021-09-14,QQQ,364.5860290527344
2021-09-14,SPY,416.20440673828125
2021-09-14,TLT,129.124755859375
2021-09-15,GLD,167.8300018310547
2021-09-15,QQQ,367.29656982421875
2021-09-15,SPY,419.68084716796875
2021-09-15,TLT,128.671875
2021-09-16,GLD,164.02999877929688
2021-09-16,QQQ,367.5492858886719
2021-09-16,SPY,419.0155334472656
2021-09-16,TLT,128.08229064941406
2021-09-17,GLD,163.77000427246094
2021-09-17,QQQ,363.1966247558594
2021-09-17,SPY,414.93389892578125
2021-09-17,TLT,127.4670181274414
2021-09-20,GLD,164.94000244140625
2021-09-20,QQQ,355.6919250488281
2021-09-20,SPY,408.0152282714844
2021-09-20,TLT,129.0478973388672
2021-09-21,GLD,166.0399932861328
2021-09-21,QQQ,356.1296081542969
2021-09-21,SPY,407.62982177734375
2021-09-21,TLT,128.936767578125
2021-09-22,GLD,165.4199981689453
2021-09-22,QQQ,359.4560546875
2021-09-22,SPY,411.606201171875
2021-09-22,TLT,129.70582580566406
2021-09-23,GLD,163.50999450683594
2021-09-23,QQQ,362.7726135253906
